### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
expertxarmchair_general;          §h+10%§!§h?§! Expert, armchair general;          §h+10%§!§h?§! Expert, général de façade;          §h+10%§!§h?§! Experte, sesselgeneral;;;;;;;;;;;
expertxbureaucrat_speed;          §h+15%§!§h?§! Expert, bureaucrat speed;          §h+15%§!§h?§! Expert, vitesse de bureaucrate;          §h+15%§!§h?§! Experte, bürokratische geschwindigkeit;;;;;;;;;;;
expertxgenerals_aide;     §h+1§!         §h?§! Expert, general's aide;     §h+1§!         §h?§! Expert, aide de camp;     §h+1§!         §h?§! Experte, generalsadjutant;;;;;;;;;;;
expertxamateur;     §u–1§! §u–25%§!§h?§! Expert, amateur;     §u–1§! §u–25%§!§h?§! Expert, amateur;     §u–1§! §u–25%§!§h?§! Experte, amateur;;;;;;;;;;;
expertxmadman;                     Expert, madman;                     Expert, fou;                     Experte, irrer;;;;;;;;;;;
expertxaristocrat;                  §G!!!§! Expert, aristocrat;                  §G!!!§! Expert, aristocrate;                  §G!!!§! Experte, aristokrat;;;;;;;;;;;
expertxdrillmaster;                  §G!!!§! Expert, drillmaster;                  §G!!!§! Expert, sergent instructeur;                  §G!!!§! Experte, zuchtmeister;;;;;;;;;;;
expertxbutcher;                  §h?§! Expert, butcher;                  §h?§! Expert, boucher;                  §h?§! Experte, schlächter;;;;;;;;;;;
expertxexranker;                     Expert, exranker;                     Expert, ancien militaire;                     Experte, ex-gefreiter;;;;;;;;;;;
expertxadventurer;§h+2§!              §h?§! Expert, adventurer;§h+2§!              §h?§! Expert, aventurier;§h+2§!              §h?§! Experte, abenteurer;;;;;;;;;;;
expertxdebutante;                  §h?§! Expert, debutante;                  §h?§! Expert, débutant;                  §h?§! Experte, debütant;;;;;;;;;;;
expertxcolonial_b;     §u–2§! §h+20%§!§h?§! Expert, colonial;     §u–2§! §h+20%§!§h?§! Expert, colonial;     §u–2§! §h+20%§!§h?§! Experte, kolonial;;;;;;;;;;;
expertxdisgraced;                  §h?§! Expert, disgraced;                  §h?§! Expert, déshonoré;                  §h?§! Experte, in ungnade gefallener;;;;;;;;;;;
expertxpriest;                  §h?§! Expert, priest;                  §h?§! Expert, prêtre;                  §h?§! Experte, priester;;;;;;;;;;;
expertxrising_star;                  §h?§! Expert, rising star;                  §h?§! Expert, étoile montante;                  §h?§! Experte, aufsteigender stern;;;;;;;;;;;
expertxpolitician;                     Expert, politician;                     Expert, politicien;                     Experte, politiker;;;;;;;;;;;
expertxpoet;§u–1§!              §G!!!§! Expert, poet;§u–1§!              §G!!!§! Expert, poète;§u–1§!              §G!!!§! Experte, poet;;;;;;;;;;;
expertxcartographer;          §G+40%§!§h?§! Expert, cartographer;          §G+40%§!§h?§! Expert, cartographe;          §G+40%§!§h?§! Experte, kartograf;;;;;;;;;;;
expertxprofessor;§u–1§! §u–1§!         §G!!!§! Expert, professor;§u–1§! §u–1§!         §G!!!§! Expert, professeur;§u–1§! §u–1§!         §G!!!§! Experte, professor;;;;;;;;;;;
expertxold_school;§h+1§! §u–2§!         §G!!!§! Expert, old school;§h+1§! §u–2§!         §G!!!§! Expert, vieille école;§h+1§! §u–2§!         §G!!!§! Experte, alte schule;;;;;;;;;;;
expertxeccentric_genius;§h+2§!              §h?§! Expert, eccentric genius;§h+2§!              §h?§! Expert, génie excentrique;§h+2§!              §h?§! Experte, exzentrisches genie;;;;;;;;;;;
expertxgifted_administrator;                  §G!!!§! Expert, gifted administrator;                  §G!!!§! Expert, administrateur doué;                  §G!!!§! Experte, begabter administrator;;;;;;;;;;;
expertxinnovative_tactician;§h+1§!              §h?§! Expert, innovative tactician;§h+1§!              §h?§! Expert, tacticien novateur;§h+1§!              §h?§! Experte, innovativer taktiker;;;;;;;;;;;
expertxexpert_raider;§h+2§!              §h?§! Expert, expert raider;§h+2§!              §h?§! Expert, commando expérimenté;§h+2§!              §h?§! Experte, überfallexperte;;;;;;;;;;;
expertxnatural_born_leader;§h+1§!              §G!!!§! Expert, natural born leader;§h+1§!              §G!!!§! Expert, leader naturel;§h+1§!              §G!!!§! Experte, geborener anführer;;;;;;;;;;;
expertxmegalomaniac;§u–2§!              §h?§! Expert, megalomaniac;§u–2§!              §h?§! Expert, mégalomane;§u–2§!              §h?§! Experte, megalomane;;;;;;;;;;;
expertxhated;§h+1§! §h+1§!         §u¿§! Expert, hated;§h+1§! §h+1§!         §u¿§! Expert, odieux;§h+1§! §h+1§!         §u¿§! Experte, gehasst;;;;;;;;;;;
expertxcursed_luck;§h+2§! §h+2§!         §u¿§! Expert, cursed luck;§h+2§! §h+2§!         §u¿§! Expert, malchanceux;§h+2§! §h+2§!         §u¿§! Experte, vom pech verflucht;;;;;;;;;;;
expertxclueless;§u–1§!              §u¿§! Expert, clueless;§u–1§!              §u¿§! Expert, ignorant;§u–1§!              §u¿§! Experte, ahnungslos;;;;;;;;;;;
expertxdiplomat;          §u  –5%§!§h?§! Expert, diplomat;          §u  –5%§!§h?§! Expert, diplomate;          §u  –5%§!§h?§! Experte, diplomat;;;;;;;;;;;
expertxpowerful_friends;          §u–10%§!§h?§! Expert, powerful friends;          §u–10%§!§h?§! Expert, amis puissants;          §u–10%§!§h?§! Experte, mächtige freunde;;;;;;;;;;;
expertximmoral;                     Expert, immoral;                     Expert, immoral;                     Experte, unmoralisch;;;;;;;;;;;
expertxwomanizer;                  §G!!!§! Expert, womanizer;                  §G!!!§! Expert, coureur de jupons;                  §G!!!§! Experte, schürzenjäger;;;;;;;;;;;
expertxwarmonger;          §h+10%§!§u¿§! Expert, warmonger;          §h+10%§!§u¿§! Expert, belliciste;          §h+10%§!§u¿§! Experte, kriegstreiber;;;;;;;;;;;
expertxcorrupt;                  §R¡¡¡§! Expert, corrupt;                  §R¡¡¡§! Expert, corrompu;                  §R¡¡¡§! Experte, korrupt;;;;;;;;;;;
expertxbootlicker;     §h+1§!         §h?§! Expert, bootlicker;     §h+1§!         §h?§! Expert, lèche-bottes;     §h+1§!         §h?§! Experte, speichellecker;;;;;;;;;;;
expertxsycophant;                  §G!!!§! Expert, sycophant;                  §G!!!§! Expert, flagorneur;                  §G!!!§! Experte, kriecher;;;;;;;;;;;
expertxtoady;§h+1§!              §G!!!§! Expert, toady;§h+1§!              §G!!!§! Expert, flatteur;§h+1§!              §G!!!§! Experte, schleimer;;;;;;;;;;;
expertxyesman;                  §h?§! Expert, yesman;                  §h?§! Expert, béni-oui-oui;                  §h?§! Experte, jasager;;;;;;;;;;;
expertxbrownnoser;§h+1§!              §h?§! Expert, brownnoser;§h+1§!              §h?§! Expert, lèche-cul;§h+1§!              §h?§! Experte, stiefellecker;;;;;;;;;;;
expertxspoiled;§h+2§!              §h?§! Expert, spoiled;§h+2§!              §h?§! Expert, gâté;§h+2§!              §h?§! Experte, verwöhnt;;;;;;;;;;;
expertxschool_of_defense;     §G+3§!         §h?§! Expert, school of defense;     §G+3§!         §h?§! Expert, école de défense;     §G+3§!         §h?§! Experte, schule der verteidigung;;;;;;;;;;;
expertxschool_of_offense;§h+1§!      §h+10%§!§G!!!§! Expert, school of offense;§h+1§!      §h+10%§!§G!!!§! Expert, école d'attaque;§h+1§!      §h+10%§!§G!!!§! Experte, schule der offensive;;;;;;;;;;;
expertxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Expert, school of the bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Expert, école de la baïonnette;§h+2§! §h+1§! §h+10%§!§h?§! Experte, schule des bajonetts;;;;;;;;;;;
